text;expected_sentiment
there was absolutely NO coconut taste in this coffee. It did not smell like coconut, it smelled and tasted just like plain coffee. Not bad, but not what I expected or as advertised. I am a regular user of Folger's Gourmet Select coffees, so I expected it to be like the hazelnut and vanilla biscotti, plus other flavors I have used in the past. This was a huge disappointment. When I opened any of the other coffee flavors, ether was a distinct scent of whatever the flavor was supposed to be, the vanilla biscotti had a distinct vanilla scent and the hazelnut had the scent of hazelnuts. Both had the distinct tastes according to what was on the package. I do NOT recommend this product, flavor.;negative
I bought this for my husband as the only way he will drink water is with some additive stuff and he has been getting tired of drinking fruity ones like Mio so I bought him the iced tea to try . This stuff is only good while your drinking it, after you stop drinking it you get a nasty fake sugar after taste in your mouth. This is nothing like the Lipton ones you buy premade in the bottles or the powder that you mix with water. I won't be buying this again;negative
Absolutely horrible.  I had one in a bag of mine, and the powder managed to get over everything and then melt into a sticky mess.  Plus, it didn't reconstitute very well or taste very much like coconut water.;negative
I should have read the ingredients when I got this.  If you have an allergy to SOY,this isn't for you.  I got ready to make a ham gravy tonight and realized it has soybean oil....I had already given a jar to my son or I would have returned the case.;negative
I am really allergic to this SweetLeaf Stevia Sweetener, and have broken out with a rash, bumps, blisters, redness, bad itching, swelling, and now an irritated mouth and throat. Just realized today that this sweetener is causing all this. I was really enjoying this sweetener, and thought I had found a good healthy one.;negative
"Hard and dried out beef jerky.  I will be throwing it out as I can't even take the strips apart within the bag. Update:  My husband wouldn't let me toss the jerky. He didn't mind the ""toughness' of it, and ended up eating the entire bag.  I guess I prefer the softer, more chew-able kind.";negative
The two pound bag was clearly taken from a larger package and poorly shipped in a Ziploc bag with a sticker on the front. Not vacuum  sealed or even a tamper evident seal. And the nuts were stale. I roasted them for a while and got some flavor out of them but I'd never buy from this seller again.;negative
not very nutty;negative
Not good at all. Taste is not good.;negative
"Dissapointed. More than 1/2 the Pods were not airtight. I could tell because there was no bulge on the foil lining on top of the pod. The expiration date on the box was in the future, so this was a manufacturer error.
The coffee tasted thin and stale.  I'm going back to another brand.  Good bye Green Mountain.";negative
"Doesn't taste like Mocha...and its 60 calories unlike most other flavored coffees which are around 5 calories, its not horrible but I would definitely describe it as ""wasted calories"" since its underwhelming. Wont buy again.";negative
"I have heard this product is made by a company that is antisemitic and anti Israel. I will not buy it anymore. I received an email which explained:
Not So Kind Bars - A Product of Peaceworks
 Peaceworks, the anti-Israel 501(c)(3) that received State Department funding, supports the One Voice International movement and worked closely with V15 to defeat Netanyahu during the recent election in Israel, has just been awarded 501(c)(4) status. They have received favored status from our tax dept as they got a really fast and easy approval for tax exempt status.
Peaceworks exists to advance a negative view of Israel worldwide and to push for the creation of a Palestinian state forthwith.  Their new 501(c)(4) status will avoid future roadblocks to political activities in the future.  (I won't be surprised if Peaceworks is excused for interfering with Israeli elections on the fallacious basis of a PENDING 501(c)(4) application)!";negative
